,Unnamed: 0,User-ID,ISBN,Book-Rating
973,68488,37426,067103619X,6
974,68509,37445,345369947,9
975,68567,37511,034540288X,10
976,68859,37584,1400034779,8
977,68945,37644,006092988X,10
978,69112,37691,055321313X,9
979,69133,37712,006019491X,9
980,69236,37712,055321313X,9
981,69257,37712,067976402X,9
982,69308,37712,1573229571,8
983,69427,37874,038533303X,8
984,69453,37891,067101420X,3
985,69457,37904,044021145X,5
986,69569,37950,038542471X,7
987,69598,37950,044021145X,6
988,69603,37950,044022165X,7
989,69762,37950,155874262X,6
990,69772,37951,038529929X,6
991,69887,38007,042511774X,8
992,70002,38023,055321313X,10
993,70089,38023,1573225789,10
994,70377,38273,044023722X,5
995,70804,38457,1878424319,8
996,70960,38556,044021145X,5
997,71224,38669,015600710X,9
998,71263,38703,155874262X,10
999,71264,38703,1573225789,9
1000,71518,38899,044021145X,7
1001,71580,38946,034540288X,7
1002,71644,38995,014025448X,9
1003,71649,38995,044021145X,8
1004,71656,38995,1400034779,10
1005,71691,39087,067102535X,10
1006,71738,39134,044022165X,9
1007,71816,39227,034540288X,7
1008,72030,39281,1558531025,10
1009,72042,39281,1878424319,8
1011,72104,39345,044021145X,10
1012,72107,39345,044022165X,10
1013,72174,39372,042518630X,6
1014,72184,39374,044023722X,7
1016,72329,39464,067976402X,9
1017,72365,39467,044022165X,7
1018,72367,39467,044023722X,6
1019,72514,39467,8433914545,9
1020,72695,39513,044022165X,9
1021,72710,39523,034540288X,7
1022,72890,39616,067976397X,7
1023,72936,39626,042513301X,7
1024,72946,39646,006019491X,6
1025,72973,39646,1573225789,8
1026,72977,39651,3426650754,5
1027,72981,39651,3492229336,4
1028,73217,39928,067103619X,9
1029,73230,39974,014044503X,9
1030,73302,40052,067976402X,6
1031,73318,40104,039914563X,8
1032,73351,40136,1573225126,3
1033,73366,40176,155874262X,8
1034,73395,40214,193156146X,8
1035,73457,40316,038533334X,7
1036,73497,40330,067976402X,5
1037,73548,40415,044661162X,5
1038,73817,40644,038001503X,4
1039,73955,40838,006019491X,7
1040,73964,40838,1400034779,6
1041,74119,40889,089480829X,9
1042,74129,40889,155874262X,10
1043,74130,40889,1558744606,10
1044,74140,40893,067103619X,8
1045,74307,40943,055321313X,10
1046,74345,40943,068983571X,10
1047,74435,41080,034540288X,6
1048,74555,41103,155874262X,7
1049,74663,41177,1400034779,7
1050,74792,41347,3453212150,8
1051,75042,41508,3257061269,3
1052,75085,41585,038548951X,10
1053,75109,41589,044021145X,9
1054,75111,41589,044022165X,8
1055,75186,41620,068484267X,6
1056,75206,41646,1400034779,9
1057,75213,41658,1400034779,10
1058,75328,41700,3426650754,9
1059,75338,41700,3442435951,8
1060,75369,41700,3596129389,4
1061,75526,41781,044023722X,9
1062,75545,41781,1400034779,6
1063,75665,41841,067976402X,6
1064,75740,41897,080213825X,4
1065,75904,42099,006101351X,10
1066,75909,42099,034540288X,10
1067,76020,42181,067976402X,10
1068,76052,42256,042518630X,6
1069,76424,42597,044023722X,9
1070,76594,42734,1573229385,3
1071,76632,42798,014131088X,9
1072,76796,42914,055321313X,9
1073,77091,43093,1573225789,10
1074,77175,43190,067976402X,5
1075,77242,43246,015600710X,9
1076,77295,43246,038533334X,7
1077,77396,43246,067976402X,10
1078,77423,43246,080410753X,7
1079,77451,43246,1573228737,8
1080,77541,43310,044021145X,10
1081,77545,43323,067976402X,8
1082,77547,43323,080410753X,9
1083,77731,43481,037570504X,5
1084,77754,43486,006092988X,8
1085,77986,43687,1400034779,6
1086,78045,43806,038039586X,10
1087,78119,43842,038529929X,10
1088,78250,43901,044023722X,6
1089,78272,43907,067976402X,10
1090,78415,43910,1573225487,9
1091,78417,43910,1573225789,8
1092,78446,43925,1573225789,5
1094,78529,44012,1860462995,6
1095,78701,44207,3821807059,8
1096,78971,44444,155874262X,10
1097,79176,44611,080410753X,10
1098,79234,44727,038531258X,8
1099,79279,44743,038572179X,3
1100,79307,44763,394404289,8
1101,79364,44842,038542471X,7
1102,79430,44845,155874262X,9
1103,79446,44852,038548951X,9
1104,79458,44852,1559703237,5
1105,79468,44884,044023722X,10
1106,79475,44892,067976402X,7
1107,79478,44892,1892051001,7
1108,79537,44893,067168390X,9
1109,79926,45234,039592720X,8
1110,79936,45255,038533334X,8
1111,79970,45302,044023722X,7
1113,80016,45315,044661162X,3
1114,80023,45315,068484267X,7
1115,80151,45418,038542471X,7
1116,80175,45430,089480829X,9
1117,80241,45507,038548951X,9
1118,80304,45557,080410753X,9
1119,80375,45675,044022165X,5
1120,80538,45943,3442435838,9
1121,80692,46154,006017143X,6
1122,80733,46196,044023722X,10
1123,80786,46254,039914739X,5
1124,80960,46351,2253004898,10
1125,81261,46398,068484267X,9
1126,81339,46398,1878424319,6
1127,81575,46534,076790382X,8
1128,81643,46671,044021145X,7
1129,81646,46671,044022165X,8
1130,81649,46671,044023722X,6
1131,81761,46892,034540288X,5
1132,81886,46909,055358099X,8
1133,81931,46944,3442724686,7
1134,82023,47117,044021145X,9
1135,82097,47152,067976402X,9
1136,82099,47152,1573225789,10
1137,82360,47316,067168390X,10
1138,82367,47316,082176828X,7
1139,82379,47316,1400034779,10
1140,82397,47329,2253063339,5
1141,82450,47411,055326382X,3
1142,82476,47458,067976402X,4
1143,82773,47807,089480829X,7
1144,82873,47900,067103619X,7
1145,82988,47975,044022165X,7
1146,83083,48025,044023722X,8
1147,83173,48027,1573229385,7
1148,83254,48046,1573225126,6
1149,83368,48217,044022165X,9
1150,83520,48355,034543076X,9
1151,83591,48371,1570719586,9
1152,83721,48494,044021145X,8
1153,83777,48494,080410753X,10
1154,83804,48494,1400034779,10
1155,83807,48494,155874262X,10
1156,83818,48498,039575514X,8
1157,83861,48579,155874262X,10
1158,83862,48579,1558744150,8
1159,84158,48975,055358099X,6
1160,84196,48995,039914739X,5
1161,84211,49001,080213825X,5
1162,84249,49061,039592720X,8
1163,84271,49109,034540288X,10
1164,84313,49132,3442724686,7
1165,84882,49168,039914563X,8
1166,84940,49212,067168390X,9
1167,84958,49212,1400034779,8
1168,84960,49212,1573225789,8
1169,85049,49289,044023722X,8
1170,85070,49313,006019491X,10
1171,85079,49314,038572179X,5
1172,85143,49392,034540288X,5
1173,85160,49403,1558744150,8
1174,85362,49460,1400034779,8
1175,85450,49601,1558532161,9
1176,85467,49635,080410753X,7
1177,85642,49839,1573228567,10
1178,85648,49842,044021145X,7
1179,86273,50250,3596133319,6
1180,86372,50388,044023722X,7
1181,86440,50519,1573225789,10
1182,86442,50521,044023722X,9
1183,86496,50564,044661162X,9
1184,86707,50769,1853260622,8
1185,87005,50896,044023722X,8
1186,87049,50972,038533334X,6
1187,87051,50972,067976402X,7
1188,87223,51184,3442435951,6
1189,87245,51184,3596144434,5
1190,87259,51192,1575666529,7
1191,87316,51252,044021145X,8
1192,87355,51269,3453177622,8
1193,87383,51293,067168390X,10
1194,87460,51359,042511774X,9
1195,87479,51364,067976402X,8
1196,87571,51403,044022165X,9
1197,87836,51545,044023722X,10
1198,87974,51742,014016930X,3
1199,88209,51883,034540288X,7
1200,88560,51924,006101351X,9
1201,88746,52011,037582345X,10
1202,88915,52100,068983571X,8
1203,88932,52130,037542217X,8
1204,89192,52203,2070360423,8
1205,89201,52203,2253007102,8
1207,89367,52323,3518367064,9
1208,89560,52425,037570504X,7
1209,89561,52425,038572179X,8
1210,89846,52584,080410753X,8
1211,90197,52845,067976402X,6
1212,90546,52947,055356451X,8
1213,90556,52968,067976402X,1
1214,90563,52987,038572179X,4
1215,90581,52994,044022165X,5
1216,90601,53027,067103619X,8
1217,90692,53140,193156146X,8
1218,90841,53220,006109594X,8
1219,90861,53220,039914563X,9
1220,91117,53278,1573225789,8
1221,91118,53278,1573228737,7
1222,91248,53392,038533334X,8
1223,91263,53392,1558531025,9
1224,91317,53418,044022165X,9
1225,91360,53456,031231616X,9
1226,91387,53456,1573221775,7
1227,91490,53575,1558531025,6
1228,91491,53575,1558532161,6
1229,91527,53590,081296666X,6
1230,91567,53614,044021145X,10
1231,91569,53614,044022165X,8
1232,91592,53614,1573229571,9
1233,91635,53628,2207252000,10
1234,91680,53663,044022165X,10
1235,91785,53729,1590171012,8
1236,91805,53760,8420725927,7
1237,91840,53808,8445071408,1
1238,91860,53846,044023722X,10
1239,91867,53846,1400034779,9
1240,91871,53851,067976397X,9
1241,91917,53946,068484267X,8
1242,91969,54035,1400034779,8
1243,92125,54206,068986020X,8
1244,92217,54283,067976402X,2
1245,92257,54335,044023722X,8
1246,92277,54335,1400034779,8
1247,92292,54370,044022165X,8
1248,92329,54413,044023722X,8
1249,92354,54453,051513290X,6
1250,92412,54512,067103619X,5
1251,92442,54569,014025448X,8
1252,92538,54622,044661162X,5
1253,92647,54731,076790382X,8
1254,92651,54740,014023828X,8
1255,92660,54752,038001503X,10
1256,92669,54783,067976402X,6
1257,92674,54808,006101351X,10
1258,92831,54884,068484267X,10
1259,92843,54889,044023722X,9
1260,92873,54898,039914255X,7
1261,92895,54898,076790382X,10
1262,93073,55027,044023722X,9
1263,93075,55027,044100962X,5
1264,93093,55065,067102535X,5
1265,93366,55187,038533303X,5
1266,93418,55187,067976402X,10
1267,93480,55187,1853260622,10
1268,93486,55187,193156146X,10
1270,93690,55398,034540288X,6
1271,93745,55438,067101420X,7
1272,93775,55441,1573225789,9
1273,93921,55490,038529929X,10
1274,94263,55492,055321313X,10
1275,94313,55493,006101253X,7
1276,94317,55493,015600710X,10
1277,94389,55493,080213825X,9
1278,94401,55493,1558744150,8
1279,94430,55539,068484267X,9
1280,94673,55712,014131088X,10
1281,94701,55734,044021145X,10
1282,94702,55734,044022165X,9
1283,94820,55799,039914563X,7
1284,94892,55858,044661162X,7
1285,94953,55892,044022165X,9
1286,95073,55927,067976402X,8
1287,95277,56087,1558747346,6
1288,95386,56215,034543076X,8
1289,95405,56246,039592720X,10
1290,95925,56360,3492207006,9
1291,96214,56399,034543191X,6
1292,97188,56496,014025448X,8
1293,97195,56522,006092988X,10
1294,97198,56531,1400034779,10
1295,97209,56553,067101420X,9
1296,97368,56630,014016930X,9
1297,97414,56663,044021145X,8
1298,97426,56676,039592720X,8
1299,97474,56745,155874262X,8
1300,97486,56772,044023722X,5
1301,97522,56804,067976402X,7
1302,97575,56856,044021145X,7
1303,97579,56856,044022165X,10
1304,97635,56856,1563898586,5
1305,97790,56959,037542217X,10
1306,97933,56959,067168390X,10
1307,97953,56959,068484267X,10
1308,97972,56959,076218857X,10
1309,98392,57234,038533334X,5
1310,98516,57291,067976402X,7
1311,98536,57304,1570717257,8
1312,98651,57398,1558531025,9
1313,98652,57398,1558532161,9
1314,98698,57449,3257228007,7
1316,98817,57601,006092988X,9
1318,98968,57725,068983571X,8
1319,98983,57726,067976402X,5
1320,98991,57747,3257228007,10
1321,99000,57781,044021145X,8
1322,99019,57824,014025448X,10
1323,99061,57880,034540288X,9
1324,99080,57920,1573229571,10
1325,99093,57935,1573225789,8
1326,99096,57943,038572179X,9
1328,99190,57999,1573229571,10
1329,99383,58142,034540288X,6
1330,99623,58342,140003180X,9
1331,99624,58342,1400034779,10
1333,99748,58397,2253007102,8
1334,99873,58489,156718796X,6
1335,99884,58497,225313922X,5
1336,99981,58594,051513290X,7
1337,100037,58629,044022165X,9
1338,100074,58685,044023722X,5
1339,100169,58792,044661162X,8
1340,100355,58964,1400034779,7
1341,100393,59038,044021145X,10
1342,100405,59038,155874262X,8
1343,100449,59059,9505470010,8
1344,100526,59150,044022165X,8
1345,100677,59172,067169071X,10
1346,100832,59209,044022165X,8
1347,100841,59209,080410753X,8
1348,100854,59216,037570504X,6
1349,100918,59267,044023722X,9
1350,100998,59303,034538184X,9
1351,101031,59372,044023722X,8
1352,101137,59499,038572179X,7
1353,101140,59499,081296666X,3
1354,101228,59595,006092988X,10
1355,101253,59612,1573229571,5
1356,101405,59770,038529929X,5
1357,101588,59948,2266084372,10
1358,101683,60006,034540288X,5
1359,101686,60011,037570504X,8
1360,101743,60040,1558744150,5
1361,101750,60050,006017143X,9
1362,101808,60081,038572179X,10
1363,101846,60098,039304016X,10
1364,101890,60130,038542471X,8
1365,101892,60130,044021145X,9
1366,101893,60130,044022165X,9
1367,101920,60157,038531258X,9
1368,101936,60168,034538184X,8
1369,101967,60185,1558531025,8
1370,101970,60191,080213825X,5
1371,101973,60198,044023722X,8
1372,102050,60244,014016930X,9
1373,102087,60244,014131088X,9
1374,102115,60244,031231616X,8
1375,102237,60244,042511774X,8
1376,102356,60244,068484267X,9
1377,102444,60244,1400034779,9
1378,102660,60335,039592720X,8
1379,102821,60337,1563410443,9
1380,102878,60412,067168390X,10
1381,103051,60475,044022165X,9
1382,103144,60570,044022165X,10
1383,103259,60684,038533334X,8
1384,103586,60850,037570504X,8
1385,103653,60914,038542471X,7
1386,103687,60950,8850200005,6
1387,104084,61211,038548951X,8
1388,104350,61497,349913358X,9
1389,104353,61501,1558746218,7
1390,104399,61575,067976397X,7
1391,104419,61619,038533334X,9
1392,104487,61700,038542471X,5
1393,104543,61762,3257228007,8
1394,104552,61762,3518367064,9
1395,104688,61854,037570504X,10
1396,104769,61888,1878424319,10
1397,104954,62009,014023828X,9
1398,105060,62151,044021145X,7
1399,105061,62151,044022165X,7
1400,105453,62464,067976402X,9
1401,105489,62486,1573225789,7
1402,105535,62542,1558744606,8
1403,105635,62621,1573225789,9
1404,105863,62862,038572179X,7
1405,105889,62862,1573225789,9
1406,105890,62862,1878424319,8
1407,105918,62891,006101351X,9
1408,106064,62895,1853260622,10
1409,106182,62968,038529929X,7
1410,106409,63294,080213825X,3
1411,106589,63490,067168390X,9
1412,106619,63507,006101351X,8
1413,106754,63625,1853260622,10
1414,106755,63625,193156146X,10
1415,106809,63663,087113375X,7
1416,107509,63714,1853260312,10
1417,107677,63782,044021145X,7
1418,107745,63854,039914739X,3
1419,107792,63865,044021145X,8
1420,108177,64137,155874262X,8
1421,108187,64155,067976402X,9
1423,108312,64241,155874262X,8
1424,108358,64270,1573221775,8
1425,108387,64310,044023722X,8
1426,108472,64365,3257228007,3
1427,108479,64373,2266084372,8
1428,108491,64390,039592720X,7
1429,108531,64429,039592720X,10
1430,108661,64498,014025448X,10
1431,108698,64535,044022165X,7
1432,108775,64649,140003180X,8
1433,108785,64679,014025448X,6
1434,108799,64681,051513290X,5
1435,108815,64726,2070364283,6
1436,108944,64846,031227999X,9
1437,108968,64899,1400034779,7
1438,109036,64954,038533303X,8
1439,109043,64968,068484267X,9
1440,109084,65032,006101351X,5
1441,109114,65041,067101420X,10
1442,109282,65228,006101351X,7
1443,109364,65258,014025448X,9
1444,109597,65465,1878424319,8
1445,109755,65584,067101420X,9
1446,110067,65877,067102535X,10
1447,110175,66055,044023722X,8
1448,110323,66255,2253170453,8
1449,110338,66288,044023722X,4
1450,110402,66387,044022165X,6
1451,110645,66518,014025448X,10
1452,110661,66523,068983571X,7
1453,110759,66578,044023722X,5
1454,110859,66651,044022165X,8
1455,110862,66661,044990928X,8
1456,110901,66680,039914739X,5
1458,110988,66731,044021145X,8
1459,111140,66878,039592720X,9
1460,111177,66917,038572179X,8
1461,111593,67176,067102535X,8
1462,111605,67187,044023722X,8
1463,111628,67198,034537522X,10
1464,111727,67270,1573229571,8
1465,112076,67547,031231616X,9
1466,112089,67547,038533656X,4
1467,112220,67627,006015781X,7
1468,112221,67627,031298250X,9
1469,112230,67627,044023722X,8
1470,112319,67663,193156146X,10
1471,112345,67693,044021145X,10
1472,112532,67840,006109594X,8
1473,112644,67840,1400034779,10
1474,112720,67930,446605891,5
1475,113083,68249,044021145X,9
1476,113159,68256,1573225126,4
1477,113280,68383,089480829X,10
1478,113524,68555,014025448X,8
1479,113595,68555,044023722X,4
1480,113747,68561,067103619X,7
1481,113749,68563,044023722X,8
1482,113770,68574,044021145X,9
1483,113806,68608,1573229571,5
1484,113932,68760,076790382X,9
1485,114133,68965,044023722X,7
1486,114190,69008,034540288X,8
1487,114346,69078,006019491X,9
1488,114496,69078,038039586X,8
1489,114508,69078,038533334X,7
1490,114558,69078,039592720X,9
1491,115092,69211,034540288X,9
1492,115286,69354,044023722X,10
1493,115312,69355,042517736X,7
1494,115339,69355,067175145X,7
1495,115466,69378,140003180X,8
1496,115525,69389,055321313X,8
1498,115589,69405,034540288X,8
1499,115686,69511,155874262X,4
1500,116209,69721,1563898586,10
1501,116343,69808,2253005274,8
1502,116534,69971,044023722X,3
1503,116567,69971,080410753X,10
1504,116618,70014,067102535X,8
1506,116684,70052,080410753X,9
1507,117074,70399,3257228007,8
1508,117324,70463,089480829X,10
1509,117461,70585,037570504X,7
1510,117653,70594,1400034779,9
1511,117748,70649,076790382X,10
1512,117762,70666,006101351X,5
1513,117785,70666,034540288X,6
1514,117802,70666,044022165X,6
1515,118238,71075,044021145X,8
1516,118379,71207,1558744150,8
1517,118380,71207,1558744606,8
1518,118455,71261,014025448X,9
1519,118879,71684,044023722X,8
1520,118968,71728,3257233051,5
1521,119018,71752,034540288X,6
1522,119045,71779,044023722X,6
1523,119074,71800,039592720X,7
1524,119104,71831,034536628X,8
1525,119368,71981,8433914545,8
1526,119400,72005,044661162X,7
1527,119476,72100,044023722X,7
1528,119587,72211,225313922X,10
1529,119686,72238,042518630X,7
1530,119946,72418,031298250X,9
1531,120047,72523,044021145X,7
1532,120124,72575,044661162X,9
1533,120143,72601,080410753X,8
1535,120166,72636,055356451X,9
1536,120352,72923,044022165X,5
1537,120391,72954,1573225789,9
1538,120408,72975,1573221775,8
1540,120526,73044,014025448X,6
1541,120564,73044,1573229571,7
1542,120658,73139,014131088X,7
1543,120701,73196,089480829X,10
1544,120755,73243,006019491X,9
1545,120799,73330,006092988X,10
1546,120819,73330,037582345X,10
1547,120859,73334,3257228007,9
1548,121202,73617,044022165X,8
1550,121590,73854,3442724686,8
1551,122013,74175,068484267X,9
1552,122089,74215,225300670X,8
1553,122093,74215,2253043974,8
1554,122170,74286,044023722X,8
1555,122245,74312,039592720X,7
1556,122338,74443,080213825X,7
1557,122378,74453,076790382X,7
1558,122473,74510,044022165X,5
1559,122559,74603,067102535X,9
1560,122760,74728,067976402X,10
1561,122829,74792,1400034779,7
1562,123168,75115,3257228007,10
1564,123255,75149,015600710X,7
1565,123264,75149,039592720X,10
1566,123278,75149,1400034779,6
1567,123290,75173,039304016X,6
1568,123340,75281,006101351X,8
1569,123488,75405,039304016X,8
1570,123518,75430,1573225789,10
1571,123743,75591,014131088X,7
1572,123950,75591,087113375X,7
1573,124040,75709,038531258X,10
1574,124042,75712,067101420X,9
1575,124557,76102,055356451X,6
1576,124561,76105,006101351X,9
1577,124593,76124,881787017X,8
1578,124605,76148,9681500555,9
1579,124731,76151,067101420X,10
1580,124764,76151,067976402X,1
1581,124811,76168,044023722X,6
1583,125177,76352,1558744150,9
1584,125179,76352,1558744606,9
1585,125282,76480,1878424319,7
1586,125316,76482,080410753X,5
1587,125582,76499,015644450X,10
1588,126496,76532,140003180X,7
1589,127156,76637,089480829X,7
1590,127349,76818,038533656X,3
1592,127779,77261,044023722X,5
1593,127877,77320,080410753X,8
1594,128048,77471,155874262X,10
1595,128064,77480,034540288X,8
1596,128333,77735,039914563X,6
1597,128357,77767,038533334X,7
1598,128408,77809,006019491X,10
1599,128510,77816,044023722X,8
1600,128533,77860,044021145X,8
1601,128586,77902,155874262X,4
1602,128643,77960,014016930X,3
1603,128667,78007,044990928X,10
1604,128716,78067,3453863593,10
1605,128819,78286,1573225126,8
1606,128828,78300,193072229X,10
1607,128945,78448,006101351X,10
1608,129008,78448,067976402X,8
1609,129026,78458,080521061X,5
1610,129273,78553,055358099X,10
1611,129366,78571,084994371X,7
1612,129391,78589,067976402X,1
1614,129611,78773,3442435951,6
1615,129627,78777,080410753X,9
1616,129760,78783,089480829X,9
1617,129765,78783,1573225789,8
1618,129806,78834,014023828X,10
1619,129940,78837,039592720X,8
1620,129948,78841,038572179X,7
1621,129957,78846,014025448X,10
1622,130019,78875,3453132262,8
1623,130022,78880,067142517X,8
1624,130107,78955,3499232871,4
1625,130173,78973,031219126X,7
1626,130272,78973,042518630X,7
1627,130369,78973,055356451X,7
1628,130596,78973,1562827049,7
1629,131085,79285,1573221775,9
1630,131143,79372,1558744150,5
1631,131445,79444,067976402X,9
1632,131500,79523,155874262X,8
1633,131927,79923,034543076X,4
1634,131955,79933,3257061269,6
1635,132041,79950,1573228737,5
1636,132053,79958,014023828X,8
1637,132057,79958,044023722X,9
1638,132196,80061,3404100263,9
1639,132337,80105,1558747346,8
1640,132369,80157,1567184294,9
1641,132388,80203,039304016X,7
1642,132458,80323,014016930X,9
1643,132596,80516,080213825X,5
1644,132645,80538,055321313X,10
1646,132820,80603,8433914545,9
1647,132868,80642,067168390X,9
1648,132927,80683,067976402X,10
1649,133001,80754,3499108518,5
1650,133085,80803,2253043974,7
1651,133229,80841,006101351X,10
1652,133240,80891,8445071777,9
1653,133467,80996,042517736X,8
1654,133587,81088,038572179X,7
1655,133593,81088,067976402X,2
1656,133616,81121,044021145X,7
1657,133676,81136,044023722X,9
1658,133732,81207,068484267X,8
1659,133781,81216,042517736X,6
1661,133852,81263,038548951X,10
1662,133865,81263,055321313X,8
1663,133898,81274,042511774X,8
1664,133968,81298,1573225126,8
1665,134027,81318,1570719586,3
1666,134039,81329,1573225789,8
1667,134124,81386,034538184X,8
1668,134194,81456,156341029X,10
1669,134347,81492,080213825X,5
1670,134425,81560,006102063X,7
1671,134708,81580,039592720X,9
1672,134787,81597,067976402X,9
1673,134945,81682,155874262X,5
1674,135058,81771,089480829X,8
1675,135120,81848,038542471X,8
1676,135163,81848,1593080743,9
1678,135209,81865,1573229571,7
1679,135251,81927,067168390X,10
1680,135253,81933,014025448X,8
1681,135373,81980,068983585X,7
1682,135385,82001,044021145X,6
1683,135523,82164,1570717257,6
1684,135691,82407,067976402X,2
1685,135742,82444,006019491X,9
1686,135771,82488,038533656X,6
1687,135772,82489,014025448X,5
1688,135815,82497,044023722X,7
1689,135968,82578,006101351X,5
1690,136030,82653,039914563X,9
1691,136121,82751,034531042X,5
1692,136345,82888,044023722X,8
1693,136410,82898,042512892X,5
1694,136420,82901,155874262X,9
1695,136555,83046,055321313X,10
1696,136582,83077,038529929X,7
1697,136588,83092,034540288X,9
1698,136679,83109,067976397X,10
1699,136752,83166,1558744606,7
1700,136797,83235,044021145X,6
1701,136908,83287,038548951X,10
1702,137264,83573,044023722X,7
1703,137452,83646,1573229385,7
1704,137667,83736,1400062888,7
1705,137848,83879,881787017X,7
1706,137923,83971,067976402X,10
1707,138162,84178,015600710X,8
1708,138170,84178,067976402X,7
1709,138187,84201,006105660X,10
1710,138337,84462,1563411148,9
1711,138665,84795,055356451X,5
1712,138862,84882,038533303X,7
1713,139245,85257,034540288X,8
1714,139249,85265,044021145X,8
1715,139250,85268,038542471X,9
1716,139256,85273,006101351X,10
1717,139391,85367,034537522X,10
1718,139407,85367,155874262X,7
1719,139489,85426,1558744150,9
1720,139644,85526,006092988X,10
1721,139709,85526,039592720X,10
1722,139751,85526,068484267X,8
1723,139902,85619,067976397X,8
1724,140082,85757,006017143X,7
1725,140100,85757,031231616X,9
1726,140147,85757,067976397X,9
1727,140148,85757,067976402X,9
1728,140158,85757,080213825X,5
1729,140169,85757,1573221775,7
1730,140171,85757,1573229571,6
1731,140174,85757,193156146X,9
1732,140178,85766,014025448X,6
1733,140227,85806,2253063339,9
1734,140617,86051,044021145X,9
1735,140621,86051,067976402X,9
1736,140859,86189,014016930X,8
1737,140860,86189,014025448X,6
1738,140901,86189,044021145X,8
1739,140929,86189,067976402X,5
1740,140997,86202,068484267X,5
1741,141010,86202,1400034779,7
1743,141128,86243,055321313X,9
1744,141216,86297,156341029X,10
1745,141235,86336,1558531025,8
1746,141253,86368,044023722X,2
1747,141415,86465,044023722X,7
1748,141416,86466,038533656X,6
1749,141627,86680,044023722X,5
1750,141719,86751,044022165X,9
1751,141864,86876,3257228007,10
1752,141908,86932,089480829X,9
1753,141909,86932,155874262X,6
1754,142166,87114,1400034779,10
1755,142249,87141,038529929X,8
1756,142303,87141,044021145X,8
1757,142734,87351,055358099X,2
1758,142792,87424,082176828X,8
1759,142836,87526,2253063339,8
1760,142995,87555,076790382X,10
1761,143056,87579,067976402X,6
1762,143114,87617,225300670X,9
1763,143262,87712,055356451X,6
1764,143417,87900,044023722X,7
1765,143599,87964,006102063X,8
1766,143672,87964,155874262X,5
1767,143735,88029,034540288X,7
1768,143787,88103,1558531025,7
1769,143855,88146,044021145X,10
1770,143861,88160,038533334X,8
1771,143897,88187,067102535X,7
1772,144102,88283,039592720X,10
1773,144268,88389,044022165X,7
1774,144284,88396,2070415686,8
1775,144462,88565,044651747X,9
1776,144520,88620,1573228737,7
1777,144567,88652,037542217X,10
1778,144956,88693,038548951X,9
1779,144970,88693,039592720X,9
1780,145038,88693,067976402X,7
1781,145063,88693,140003180X,8
1782,145230,88733,044021145X,7
1783,145556,88755,006019491X,8
1784,145649,88793,1400034779,10
1785,145902,89059,193156146X,9
1786,145924,89086,089480829X,10
1787,146367,89387,037570504X,6
1788,146485,89522,2207252000,5
1789,146543,89558,8420725927,8
1790,146600,89602,014016930X,8
1791,146667,89602,038531258X,9
1792,146795,89602,076790351X,5
1793,146796,89602,076790382X,5
1794,146822,89602,140003180X,8
1795,146823,89602,1400034779,8
1796,146831,89602,1573228737,8
1797,146986,89851,1573225126,8
1798,147381,90049,044023722X,5
1799,147449,90105,2253004022,7
1800,147452,90105,2253043974,6
1801,147569,90192,006101351X,7
1802,147682,90232,2264030542,9
1803,147740,90277,2253063339,7
1804,147852,90391,031231616X,7
1805,147890,90417,038572179X,5
1806,147932,90454,067976402X,8
1807,148035,90614,044661162X,10
1808,148120,90646,068484267X,7
1809,148272,90752,1878424319,8
1810,148370,90776,014131088X,5
1811,148604,91017,044661162X,9
1812,148742,91103,006101351X,5
1813,148760,91103,044021145X,7
1814,148784,91103,067976402X,5
1815,148840,91113,038572179X,9
1816,148918,91113,1400077826,10
1817,149246,91342,037348397X,8
1818,149275,91342,067101420X,6
1819,149281,91342,155874262X,10
1820,149361,91449,015644450X,10
1821,149436,91532,039304016X,8
1822,149584,91634,044023722X,10
1823,149618,91660,3257061269,10
1824,149733,91818,3442720001,5
1825,149742,91832,014131088X,5
1826,149799,91869,067976402X,10
1827,150061,92152,1400034779,10
1828,150159,92278,044023722X,10
1829,150255,92398,038529929X,7
1830,150332,92405,076790382X,8
1831,150438,92498,067976402X,8
1832,150473,92524,067168390X,9
1833,150568,92547,089480829X,10
1834,150576,92556,034538184X,8
1835,150621,92603,006092988X,7
1836,150655,92652,006101351X,5
1837,150849,92733,044023722X,7
1838,150878,92798,1878424319,5
1839,150995,92810,067103619X,7
1840,151038,92819,067976402X,7
1841,151158,92861,080213825X,6
1842,151223,92916,044990928X,8
1843,151237,92939,039592720X,9
1844,151277,92979,037570504X,4
1845,151308,92979,1573225789,5
1846,151415,93046,1400034779,8
1847,151447,93047,006101351X,8
1848,151449,93047,006102063X,7
1849,151612,93047,044990928X,8
1850,151878,93047,156971620X,8
1851,151948,93085,006101351X,8
1852,152024,93092,1558747478,10
1853,152026,93092,1573225126,6
1854,152110,93141,080410753X,9
1855,152197,93179,044021145X,8
1856,152198,93179,044023722X,10
1857,152225,93179,055356451X,10
1858,152302,93257,1878424319,3
1859,152397,93358,1878424319,6
1860,152685,93426,067101420X,5
1861,152962,93621,055321313X,10
1862,153001,93629,034538184X,8
1863,153110,93630,006101351X,7
1864,153267,93725,038548951X,9
1865,154062,94347,038533334X,7
1866,154324,94371,006092988X,8
1867,154332,94376,068484267X,9
1868,154394,94455,076790382X,4
1869,154397,94455,1878424319,2
1870,154406,94474,039304016X,9
1871,154443,94494,080213825X,5
1872,154466,94519,044023722X,5
