,User-ID,ISBN,Book-Rating
68017,37135,044023722X,7
68090,37208,006108185X,7
68107,37208,037383344X,7
68116,37208,037389841X,10
68173,37208,1551660210,7
68175,37208,1551662604,8
68176,37208,1551665026,7
68177,37208,155166576X,7
68178,37208,1551666022,7
68179,37208,1551668009,7
68342,37310,044651652X,8
68367,37311,044023722X,10
68412,37358,2266034839,9
68567,37511,034540288X,10
68590,37512,1558746463,5
68598,37527,1853260002,6
68606,37527,2070517845,10
68633,37527,2277301043,9
68634,37527,2277301051,9
68661,37538,034536676X,9
68682,37538,044651652X,5
68723,37538,1558743669,8
68821,37567,185326895X,7
68857,37584,1400031354,8
68858,37584,1400031362,8
68859,37584,1400034779,8
68968,37644,034529873X,5
69000,37644,048627067X,9
69009,37644,067172262X,10
69117,37693,044651652X,7
69133,37712,006019491X,9
69308,37712,1573229571,8
69402,37850,8420646040,7
69442,37874,067172262X,10
69551,37950,034538430X,8
69569,37950,038542471X,7
69681,37950,067172262X,10
69762,37950,155874262X,6
69763,37950,1558743316,8
69764,37950,155874424X,7
69765,37950,1558744630,7
69766,37950,1558746161,5
69767,37950,155874875X,2
69842,37974,1400031354,10
70377,38273,044023722X,5
70433,38273,059084766X,5
70616,38281,043935806X,7
70659,38281,1558586113,9
70661,38281,1582348251,8
70690,38281,8445070703,9
70692,38281,8445071416,8
70693,38281,8445071955,6
70704,38281,8484504859,5
70844,38482,044651652X,5
71263,38703,155874262X,10
71320,38763,059035342X,10
71414,38781,1551662604,5
71435,38802,1557091552,5
71530,38906,043935806X,10
71580,38946,034540288X,7
71656,38995,1400034779,10
71685,39079,3453216253,8
71707,39106,042510107X,8
71816,39227,034540288X,7
71820,39227,042510107X,10
71822,39227,042515601X,8
71950,39281,044651652X,9
72184,39374,044023722X,7
72224,39396,059035342X,8
72231,39396,1853260096,10
72232,39396,1853260355,10
72234,39396,1853260959,10
72238,39396,1885564112,10
72273,39400,1558586113,10
72275,39400,8401498821,5
72367,39467,044023722X,6
72396,39467,1582348286,9
72398,39467,1853260150,10
72411,39467,8401329280,5
72417,39467,8401474663,9
72461,39467,8420618101,8
72463,39467,8420618225,8
72520,39467,8433920235,8
72526,39467,8433920863,10
72584,39467,8466611622,8
72622,39467,8483100959,6
72652,39480,034538475X,4
72710,39523,034540288X,7
72819,39591,1853260436,8
72920,39616,1558747109,8
72946,39646,006019491X,6
73036,39712,9507423931,6
73318,40104,039914563X,8
73319,40104,1558749705,6
73366,40176,155874262X,8
73415,40225,059035342X,10
73520,40367,1558743669,9
73542,40415,043935806X,7
73596,40460,1573229326,8
73610,40467,3453162935,2
73652,40505,1573229326,4
73767,40627,034536676X,7
73775,40635,3829030010,7
73866,40723,3426615355,5
73912,40795,059035342X,10
73955,40838,006019491X,7
73964,40838,1400034779,6
73973,40847,3426605619,5
74053,40889,051512317X,10
74129,40889,155874262X,10
74130,40889,1558744606,10
74131,40889,1558745017,10
74132,40889,1558745157,9
74133,40889,1558746994,7
74316,40943,055357065X,8
74360,40943,1578400651,5
74435,41080,034540288X,6
74545,41092,034538430X,8
74555,41103,155874262X,7
74556,41103,1558743316,8
74557,41103,1558745017,5
74571,41111,067102423X,9
74663,41177,1400034779,7
74707,41227,3453007867,10
74850,41383,038082101X,5
74963,41450,067147717X,10
74969,41450,1551665638,7
75102,41589,042510107X,9
75106,41589,042517400X,6
75186,41620,068484267X,6
75206,41646,1400034779,9
75213,41658,1400034779,10
75268,41698,3423071516,10
75373,41700,3596282225,9
75441,41751,1853260304,9
75526,41781,044023722X,9
75545,41781,1400034779,6
75754,41911,034538475X,9
75909,42099,034540288X,10
76042,42242,185304024X,9
76043,42243,1551665247,7
76196,42408,1566191432,10
76213,42413,1558747060,7
76424,42597,044023722X,9
76432,42597,155166674X,9
76812,42914,1558744592,10
76813,42914,1558745718,10
76814,42914,1558747109,10
76825,42929,155874424X,8
76840,42939,1558743669,8
76895,42999,1551662604,9
76968,43006,051511779X,7
77071,43061,1558744630,8
77113,43118,8401012104,5
77438,43246,1400031346,9
77439,43246,1400031354,9
77447,43246,1558744215,8
77522,43309,042516926X,8
77663,43418,1551668912,7
77673,43426,1558743669,5
77719,43466,1558745157,10
77855,43619,067100042X,7
77856,43619,067102423X,10
77879,43639,1551664348,10
77880,43639,1551668912,10
77929,43678,019283357X,9
77961,43687,034538475X,7
77986,43687,1400034779,6
78046,43806,043935806X,10
78057,43806,1558745157,10
78202,43864,1558745718,9
78250,43901,044023722X,6
78433,43920,2702429815,9
78765,44252,1558745157,10
78772,44269,051513287X,9
78952,44414,225315136X,9
78968,44438,1400031362,8
78971,44444,155874262X,10
79072,44535,1558744630,5
79073,44535,1558747109,5
79322,44790,051513287X,6
79364,44842,038542471X,7
79430,44845,155874262X,9
79458,44852,1559703237,5
79468,44884,044023722X,10
79564,44893,1573225517,8
79565,44893,1573229326,6
79685,45035,043935806X,10
79697,45042,1551669293,10
79750,45089,1551669307,6
79818,45113,155166674X,8
79868,45172,1573228583,5
79970,45302,044023722X,7
80023,45315,068484267X,7
80142,45416,067102423X,7
80151,45418,038542471X,7
80170,45418,155166903X,8
80297,45557,051512608X,6
80464,45839,8427200153,10
80733,46196,044023722X,10
80889,46307,1551662604,8
80894,46312,059067319X,10
80895,46312,059084766X,10
80965,46351,2253017191,7
81089,46398,034536743X,7
81261,46398,068484267X,9
81324,46398,1558743669,5
81325,46398,1558745157,5
81470,46443,1400031354,8
81471,46443,1558748008,8
81649,46671,044023722X,6
81752,46889,3499153629,10
81761,46892,034540288X,5
81827,46907,1573227331,9
82018,47111,8877823445,10
82047,47126,044651652X,10
82170,47265,1573227331,7
82351,47316,059056885X,6
82367,47316,082176828X,7
82379,47316,1400034779,10
82408,47368,037321801X,5
82524,47534,3458345604,8
82855,47864,1558745157,6
82901,47929,082175856X,5
82987,47975,042506803X,6
83002,47982,1558749705,7
83069,48025,042513525X,8
83083,48025,044023722X,8
83198,48037,155661327X,6
83199,48037,1556618123,5
83303,48153,051513287X,10
83398,48268,067170463X,7
83804,48494,1400034779,10
83806,48494,1551660598,10
83807,48494,155874262X,10
83848,48579,044651652X,10
83861,48579,155874262X,10
83862,48579,1558744150,8
83863,48579,1558746161,9
83946,48725,038082101X,10
84029,48899,059035342X,8
84074,48911,1558743790,10
84075,48911,1558745017,10
84270,49109,034539092X,8
84271,49109,034540288X,10
84318,49140,3257218370,5
84344,49144,8401495210,5
84345,49144,8401495229,5
84366,49144,8408024485,5
84367,49144,8408024493,5
84572,49144,8427201362,8
84581,49144,8427202733,8
84583,49144,8427202970,8
84610,49144,8433912364,5
84642,49144,8433920391,5
84687,49144,8440681798,5
84698,49144,8466602690,5
84702,49144,8466609016,5
84704,49144,8466611622,5
84837,49154,1551666022,10
84882,49168,039914563X,8
84958,49212,1400034779,8
84982,49225,059035342X,8
85048,49289,038082101X,8
85049,49289,044023722X,8
85070,49313,006019491X,10
85119,49358,051513287X,6
85143,49392,034540288X,5
85158,49403,075730138X,7
85160,49403,1558744150,8
85161,49403,1558746986,8
85162,49403,1558747060,8
85163,49403,1558749330,9
85219,49422,042510107X,7
85241,49422,1573223565,6
85362,49460,1400034779,8
85406,49551,3453061314,8
85439,49582,2290315095,8
85466,49635,059035342X,9
85572,49771,051513628X,8
85607,49792,051513287X,9
85616,49792,1551661683,8
86120,50193,1853260282,9
86137,50204,034536676X,8
86138,50204,034536743X,8
86153,50204,1558745726,10
86343,50330,3453189426,10
86370,50376,1558743669,7
86372,50388,044023722X,7
86442,50521,044023722X,9
86488,50547,1558743669,10
86489,50547,1558745157,10
86530,50612,1551668912,9
86563,50650,044651652X,8
86565,50650,1558743316,9
86566,50650,155874424X,8
86570,50662,3453127013,7
86997,50895,074320607X,7
87005,50896,044023722X,8
87025,50928,8877827025,8
87227,51184,345308909X,6
87230,51184,3453127013,5
87231,51184,3453127323,5
87253,51189,014004891X,10
87441,51350,051511779X,9
87442,51350,051513628X,10
87681,51450,051513287X,9
87712,51450,1552042197,10
87819,51526,1573229326,6
87836,51545,044023722X,10
87868,51595,042513525X,9
87886,51627,044100007X,9
87904,51647,059035342X,10
87922,51663,082177462X,7
88032,51742,1558743669,2
88196,51883,034528643X,8
88209,51883,034540288X,7
88443,51883,067102423X,10
88519,51883,1551666413,7
88837,52044,017443460X,10
88932,52130,037542217X,8
88939,52141,039915079X,5
89082,52199,051512947X,8
89114,52199,059035342X,7
89188,52203,2020257807,9
89266,52242,059035342X,7
89330,52296,034538430X,8
89427,52350,043935806X,9
89593,52441,1853260185,8
89594,52441,1853260355,9
89595,52441,1853260797,8
89695,52544,3453115783,6
90036,52614,1551668769,5
90046,52631,1558743669,10
90324,52898,3502508801,3
90570,52993,043935806X,10
90617,53042,1400031354,10
90618,53042,1400031362,10
90696,53149,3404130014,8
90814,53174,5353004329,10
90825,53189,1551664704,8
90861,53220,039914563X,9
91025,53254,043935806X,9
91029,53254,1551660431,8
91084,53274,1558743669,9
91120,53278,1853260002,8
91142,53301,1573225517,9
91266,53394,1558745718,7
91510,53590,038082101X,8
91561,53614,038082101X,10
91592,53614,1573229571,9
91593,53614,1853260568,7
91624,53628,2070360377,9
91650,53628,2266047450,6
91655,53628,2277301043,7
91693,53664,051512317X,9
91706,53678,043935806X,9
91804,53759,043935806X,9
91834,53790,1400031362,5
91840,53808,8445071408,1
91860,53846,044023722X,10
91867,53846,1400034779,9
91917,53946,068484267X,8
91968,54035,1400031354,8
91969,54035,1400034779,8
92036,54132,1558743669,7
92190,54222,1558747966,7
92220,54289,044651652X,8
92256,54335,043935806X,10
92257,54335,044023722X,8
92277,54335,1400034779,8
92278,54335,1880418568,9
92329,54413,044023722X,8
92334,54429,043935806X,10
92347,54453,034538475X,5
92530,54622,042510107X,8
92625,54675,840147468X,5
92831,54884,068484267X,10
92843,54889,044023722X,9
93071,55027,039915079X,7
93073,55027,044023722X,9
93465,55187,1558748946,5
93591,55270,8440673914,9
93690,55398,034540288X,6
93753,55438,076422851X,10
93898,55490,034538475X,7
93899,55490,034539657X,10
94242,55492,043935806X,9
94247,55492,044651652X,7
94268,55492,059035342X,10
94304,55492,1558745157,9
94400,55493,1558743669,7
94401,55493,1558744150,8
94430,55539,068484267X,9
94683,55728,051512608X,8
94820,55799,039914563X,7
95005,55892,1558008764,5
95094,55933,059035342X,10
95164,56011,1573229326,7
95196,56039,2253076597,4
95198,56039,2253150371,8
95200,56039,2253170666,7
95215,56039,2266101544,10
95224,56039,2277250333,10
95233,56039,2277301043,7
95234,56039,2277301051,7
95238,56039,229012950X,10
95262,56055,3426600218,8
95410,56246,1573229326,7
95414,56268,2277230944,10
95597,56271,046087294X,8
95806,56282,8401499909,7
95814,56307,019282760X,5
95850,56307,155166674X,6
95958,56383,3426612704,6
95995,56391,1573223565,8
96025,56399,006105691X,10
96384,56399,057506885X,10
96832,56399,1851523812,10
96947,56447,006105691X,9
97029,56447,059035342X,7
97198,56531,1400034779,10
97311,56554,1551666901,9
97312,56554,1551668912,9
97348,56616,1573227331,10
97389,56654,1558746099,6
97466,56728,1558748865,10
97474,56745,155874262X,8
97486,56772,044023722X,5
97528,56804,1573229326,6
97790,56959,037542217X,10
97953,56959,068484267X,10
98068,56959,1400031362,10
98120,56991,1853260169,4
98172,57013,038082101X,9
98202,57070,067103264X,5
98238,57105,034538475X,9
98430,57234,1573225517,8
98478,57261,1853260126,7
98479,57261,1853260568,5
98646,57398,059035342X,10
98719,57449,345309221X,9
98734,57449,3596102871,8
99038,57844,8401496519,10
99061,57880,034540288X,9
99080,57920,1573229571,10
99088,57935,042513525X,7
99190,57999,1573229571,10
99271,58067,8401496764,7
99372,58120,042513525X,10
99383,58142,034540288X,6
99619,58342,059035342X,10
99622,58342,1400031354,9
99624,58342,1400034779,10
99759,58414,1558745157,8
99831,58468,3423071516,10
99941,58537,3150000734,10
99952,58587,3453169247,7
100006,58594,1573225517,9
100031,58612,1558745157,7
100074,58685,044023722X,5
100104,58724,950071745X,8
100147,58773,1853260282,8
100211,58855,059035342X,6
100226,58855,1558746986,8
100293,58911,1558747710,5
100355,58964,1400034779,7
100405,59038,155874262X,8
100554,59170,1551661683,9
100593,59172,042511984X,9
100730,59179,051513287X,8
100781,59189,1551660598,7
100845,59209,1558744630,7
100918,59267,044023722X,9
100940,59269,044651652X,6
100963,59269,1558744630,10
100964,59269,1558746161,10
100965,59269,1558747613,10
100966,59269,1558748040,10
100967,59269,155874942X,5
101031,59372,044023722X,8
101253,59612,1573229571,5
101296,59656,1558746463,10
101439,59799,1558746161,9
101463,59820,034538475X,10
101491,59864,1853260398,8
101541,59912,059035342X,9
101683,60006,034540288X,5
101743,60040,1558744150,5
101744,60040,1558744592,9
101761,60050,044651652X,10
101809,60081,059035342X,10
101819,60087,067100042X,10
101856,60098,1569870896,10
101890,60130,038542471X,8
101946,60168,051511779X,10
101973,60198,044023722X,8
101987,60224,1558745157,7
101996,60240,1573225517,8
102356,60244,068484267X,9
102403,60244,078711068X,8
102444,60244,1400034779,9
102450,60244,1558745033,8
102526,60263,059035342X,10
102530,60263,067102423X,10
102592,60319,034529873X,6
102669,60337,006017367X,9
103330,60707,014034294X,5
103561,60809,3442437792,8
103590,60854,1551668769,5
103653,60914,038542471X,7
103672,60941,1558743669,6
103723,60994,8401474671,8
103730,61017,044651652X,8
103745,61025,1558743669,5
103786,61028,051512608X,8
103961,61147,034539092X,10
104162,61283,067100042X,8
104233,61354,042510107X,8
104353,61501,1558746218,7
104439,61634,3453034511,9
104453,61639,3453039025,7
104487,61700,038542471X,5
104521,61729,3257218370,10
104546,61762,3423071516,9
104726,61854,067102423X,9
104780,61900,044651652X,9
104931,61954,155166674X,7
105196,62272,1551669307,6
105205,62302,034538430X,10
105533,62542,1400031354,10
105535,62542,1558744606,8
105536,62542,1558748903,8
105619,62586,042517400X,5
105876,62862,068487217X,6
105949,62891,044651652X,7
105986,62891,1558745157,9
105990,62891,1853260398,10
106007,62895,014043075X,9
106061,62895,1400031362,7
106063,62895,1853260118,5
106116,62958,014017737X,8
106127,62958,067172262X,10
106178,62966,1558746463,10
106297,63133,059035342X,10
106372,63246,3453127013,8
106373,63246,3453210697,9
106412,63306,1573229326,7
106547,63394,1556611188,5
106548,63394,1556612257,5
106578,63452,1558744630,8
106579,63452,1558745157,10
106718,63595,082177462X,8
106722,63595,1551669307,9
106728,63604,059045367X,7
107127,63714,067945540X,10
107510,63714,1853260827,9
107551,63714,1856958000,10
107552,63714,1856958140,10
107553,63714,1856958280,10
107554,63714,1856958310,10
107555,63714,1856958450,10
107556,63714,1856958620,10
107785,63855,3150099420,8
107807,63878,038082101X,9
107837,63918,1556611536,5
107871,63938,038082101X,7
107885,63948,3453007867,7
108013,63971,3453861825,6
108016,63976,059035342X,8
108021,63993,059049449X,10
108026,63998,059035342X,10
108150,64109,1853260185,10
108177,64137,155874262X,8
108183,64148,067170611X,7
108243,64215,1573227331,8
108312,64241,155874262X,8
108359,64270,1573229326,7
108387,64310,044023722X,8
108446,64344,059035342X,10
108600,64436,1400031346,7
108601,64436,1400031354,7
108602,64436,1558746986,9
108703,64535,067187599X,6
108796,64679,1573229326,9
108815,64726,2070364283,6
108968,64899,1400034779,7
109043,64968,068484267X,9
109074,65027,042511984X,6
109086,65032,014032528X,5
109104,65032,059035342X,2
109142,65098,059045367X,8
109398,65258,044651652X,7
109433,65258,068487217X,9
109479,65265,1558743545,8
109514,65345,044651652X,4
109522,65350,1558743669,7
109523,65350,1558745157,7
109604,65471,059043568X,7
109618,65484,051513287X,9
109778,65607,034538430X,8
109903,65710,3426612704,8
109964,65769,059035342X,10
110074,65877,1551669587,2
110075,65877,1573227331,6
110157,66000,1853260169,6
110175,66055,044023722X,8
110178,66055,067100042X,7
110183,66067,037383344X,8
110228,66100,1558745718,9
110235,66109,1853260002,10
110338,66288,044023722X,4
110361,66323,1558745157,4
110420,66423,3442725453,10
110471,66467,3426615355,3
110476,66470,3453123271,7
110521,66483,3442446759,7
110533,66483,3551551693,10
110584,66485,315000005X,9
110591,66485,344243050X,10
110754,66574,1573227331,6
110755,66574,1573229326,8
110758,66574,1880418568,8
110759,66578,044023722X,5
110957,66680,1551669293,4
110981,66708,034541795X,5
111008,66765,039915079X,5
111032,66789,1400031354,5
111109,66850,1573229326,7
111157,66878,1558743669,7
111250,66942,043935806X,7
111258,66942,059035342X,9
111290,66942,1558743669,8
111291,66942,1558747699,8
111295,66942,1573229326,1
111361,67017,1853260398,8
111536,67111,3453025237,7
111538,67111,3453058607,8
111539,67111,3453073398,9
111540,67111,3453123271,9
111605,67187,044023722X,8
111654,67198,8478886567,10
111727,67270,1573229571,8
111886,67402,059035342X,10
111991,67497,3453025237,6
112054,67544,038082101X,8
112171,67591,034536676X,9
112230,67627,044023722X,8
112362,67694,1558744592,10
112452,67782,059048351X,8
112468,67785,1853260169,8
112486,67810,067102423X,10
112644,67840,1400034779,10
112730,67945,059035342X,10
112786,68000,059048348X,10
112967,68184,044651652X,7
112974,68185,014043089X,8
113041,68227,014034294X,10
113129,68254,3453023099,5
113403,68447,014017737X,8
113595,68555,044023722X,4
113712,68555,1556610025,8
113713,68555,1556610351,8
113714,68555,1556610599,8
113715,68555,1556611188,8
113716,68555,1556611536,8
113718,68555,1556612257,8
113719,68555,155661246X,8
113720,68555,1556612966,8
113721,68555,155661327X,8
113722,68555,155661456X,8
113723,68555,1556616120,8
113724,68555,155661683X,8
113725,68555,1556619340,8
113727,68555,1558745017,8
113728,68555,1558746099,10
113735,68555,1853260002,9
113749,68563,044023722X,8
113806,68608,1573229571,5
113835,68643,043935806X,5
113884,68729,042513525X,6
113923,68760,059035342X,10
113981,68768,1551669587,8
114042,68860,1400031346,8
114133,68965,044023722X,7
114190,69008,034540288X,8
114346,69078,006019491X,9
114902,69089,3453131274,5
114903,69089,3453199960,3
114926,69147,057540289X,8
114963,69156,043935806X,8
115092,69211,034540288X,9
115156,69211,1558748946,7
115179,69232,044651652X,9
115185,69232,051513287X,10
115261,69331,3453024370,8
115286,69354,044023722X,10
115505,69389,043935806X,8
115589,69405,034540288X,8
115592,69405,042515601X,7
115606,69405,051513287X,8
115615,69405,155166321X,7
115644,69440,038082101X,9
115686,69511,155874262X,4
115706,69554,034530456X,8
115980,69697,043935806X,10
116006,69697,051511779X,9
116035,69697,067101966X,8
116087,69697,078620687X,9
116113,69697,155166013X,8
116114,69697,1551660431,6
116118,69697,1551662701,9
116119,69697,1551663155,9
116120,69697,1551664372,9
116121,69697,1551664623,8
116122,69697,1551665247,7
116123,69697,1551665557,8
116125,69697,1551665638,6
116127,69697,1551665956,9
116129,69697,1551666243,8
116135,69697,1551668173,8
116138,69697,155166903X,8
116141,69697,1551669587,8
116245,69775,034538430X,10
116534,69971,044023722X,3
116575,69971,1400031354,8
116879,70189,067102423X,9
117064,70379,1558743669,10
117065,70379,1558745157,8
117088,70401,1551665557,10
117269,70415,1558747109,8
117276,70415,1575661381,8
117390,70541,1573225517,10
117392,70541,1573227331,9
117393,70541,1573229326,7
117463,70585,1400031346,7
117651,70594,1400031354,10
117652,70594,1400031362,9
117653,70594,1400034779,9
117680,70603,1573229326,7
117758,70656,3257224915,8
117783,70666,034539092X,7
117785,70666,034540288X,6
117795,70666,042513525X,5
117842,70666,067102423X,5
117891,70700,1558749330,7
118025,70796,8478884459,5
118100,70918,1558744290,5
118201,70999,067158037X,10
118312,71155,3453050290,8
118365,71196,1558748903,9
118375,71207,044651652X,9
118378,71207,1551668912,6
118379,71207,1558744150,8
118380,71207,1558744606,8
118464,71266,059045370X,8
118466,71266,059048348X,9
118629,71490,059035342X,9
118650,71521,043935806X,7
118879,71684,044023722X,8
118960,71720,2702422217,9
118983,71739,3442416256,9
118993,71739,3453007867,9
118994,71739,3453160819,8
119003,71739,3596102871,9
119018,71752,034540288X,6
119029,71752,067102423X,8
119045,71779,044023722X,6
119124,71831,1558744630,6
119149,71853,034536676X,9
119178,71853,1573225517,10
119180,71855,014032870X,5
119298,71927,3426600218,7
119358,71967,344235207X,9
119361,71967,345309221X,9
119426,72028,1558743669,10
119427,72028,1558745157,5
119455,72084,155166674X,7
119476,72100,044023722X,7
119614,72214,051513628X,7
119938,72379,1558743316,9
120156,72601,3499150425,7
120193,72700,1551662604,9
120235,72742,1558747613,9
120428,72990,059035342X,8
120436,72992,2012002072,10
120564,73044,1573229571,7
120597,73059,1558743324,10
120755,73243,006019491X,9
120950,73435,3453186672,8
120967,73464,3404133463,6
120981,73464,3453025237,8
120982,73464,3453036972,4
120983,73464,3453074971,9
120989,73464,3453147596,9
120994,73464,3453210697,7
120999,73464,3548254152,10
121109,73554,8483270021,9
121124,73588,034538475X,2
121134,73588,042513525X,5
121285,73651,051513287X,5
121365,73681,038082101X,9
121409,73681,067102423X,9
121836,74056,043935806X,10
121973,74172,2070513335,9
122013,74175,068484267X,9
122027,74185,034540047X,10
122035,74185,043935806X,10
122050,74187,1853264253,10
122170,74286,044023722X,8
122313,74377,1400031354,7
122322,74411,1853260282,5
122334,74432,3453115023,7
122406,74483,1558743316,9
122440,74493,051512317X,8
122448,74493,1551668300,8
122603,74655,340424267X,5
122610,74655,3426609738,5
122644,74665,059035342X,9
122796,74758,051513287X,8
122829,74792,1400034779,7
122947,74911,1558743669,9
122948,74911,1558745629,8
122959,74929,3257229461,9
122986,74997,059035342X,8
123161,75115,1853260150,9
123167,75115,3257218370,8
123170,75115,3404131037,5
123179,75115,3442416256,7
123180,75115,3442446759,7
123207,75115,3596282225,9
123275,75149,1400031354,7
123276,75149,1400031362,6
123278,75149,1400034779,6
123280,75149,1573227331,9
123303,75181,3423071516,7
123363,75297,3502519501,8
123465,75355,3442430534,7
123526,75433,059035342X,9
123603,75491,044651652X,8
123894,75591,059035342X,10
124017,75695,034536676X,9
124167,75809,042510107X,5
124220,75819,043935806X,10
124359,75860,1551660520,5
124464,76019,034529873X,8
124495,76019,1400031362,8
124589,76122,2013218923,8
124811,76168,044023722X,6
124887,76218,067102423X,3
125039,76259,042510107X,9
125112,76351,051513287X,10
125119,76351,1558745718,10
125120,76351,1558747109,10
125174,76352,1551666022,9
125176,76352,1558743316,9
125177,76352,1558744150,9
125178,76352,155874424X,9
125179,76352,1558744606,9
125180,76352,1558745432,9
125181,76352,1558745718,8
125182,76352,1558746161,9
125183,76352,1558747060,9
125216,76406,1551668769,5
125251,76433,3453099362,8
125322,76482,1558743669,5
125373,76483,1558745718,10
125509,76499,014034294X,10
125736,76499,034536676X,10
126460,76530,059035342X,10
126731,76626,017443460X,10
126925,76626,043935806X,7
127106,76626,1853261211,9
127206,76716,1558748865,10
127254,76760,1558743669,7
127265,76781,067142212X,8
127436,76888,034538475X,7
127450,76888,067102423X,7
127474,76930,034536676X,7
127591,77039,1853260827,9
127595,77039,8401380111,5
127699,77128,034538475X,7
127779,77261,044023722X,5
127908,77359,1400031346,9
127955,77383,034538427X,8
128048,77471,155874262X,10
128064,77480,034540288X,8
128154,77491,067102423X,10
128304,77702,1558743669,9
128311,77715,082177462X,8
128333,77735,039914563X,6
128387,77772,059035342X,9
128408,77809,006019491X,10
128510,77816,044023722X,8
128586,77902,155874262X,4
128861,78328,034538475X,8
128893,78371,051513628X,7
128941,78447,059035342X,10
129025,78450,3453162935,5
129074,78496,042511984X,8
129205,78553,043935806X,10
129223,78553,044106857X,10
129380,78579,067102423X,8
129569,78755,3518381768,8
129625,78777,044651652X,10
129762,78783,1558743669,10
129763,78783,1558745157,10
129854,78834,043935806X,10
129983,78846,076422400X,10
130006,78855,1573227331,8
130012,78867,1558744142,5
130050,78901,1573228583,9
130199,78973,034079626X,7
130253,78973,042511984X,9
130256,78973,042513525X,8
130390,78973,067100042X,8
130603,78973,1594130027,9
130604,78973,1840325984,7
130637,78973,5845105129,9
130638,78973,842610911X,7
130639,78973,8426155197,7
130893,79188,1558749330,7
130990,79266,051513628X,9
131013,79266,1551662701,6
131016,79266,1551669587,6
131143,79372,1558744150,5
131230,79441,039531545x,8
131500,79523,155874262X,8
131630,79638,184164093X,7
131684,79687,3608932453,8
131688,79687,360893541X,10
131689,79687,3608935428,10
131690,79687,3608935436,10
131718,79724,051511779X,7
131724,79725,1558744630,8
131853,79842,1558743669,10
132057,79958,044023722X,9
132070,79961,037321877X,5
132125,79977,042510107X,8
132202,80061,3453161599,8
132204,80061,345386980X,5
132317,80086,3453151658,7
132318,80087,2070363953,9
132548,80497,1573229326,7
132557,80510,067102423X,7
132612,80538,014017737X,9
132637,80538,038082101X,8
132778,80555,1853260150,10
132847,80625,3453003128,5
132933,80683,1853260045,10
132999,80754,345307565X,7
133041,80781,3442416523,5
133059,80803,2020363763,6
133084,80803,2253041750,5
133178,80810,1558742913,10
133179,80810,1558743324,7
133180,80810,1558743669,9
133181,80810,1558743804,7
133240,80891,8445071777,9
133268,80908,8427010230,7
133292,80908,8440663897,7
133303,80908,8445070339,8
133304,80908,8445070347,8
133305,80908,8445070355,8
133461,80980,014043187X,9
133518,81032,1558745017,10
133550,81064,042511984X,8
133581,81087,1573225517,8
133676,81136,044023722X,9
133711,81207,006093008X,8
133732,81207,068484267X,8
133746,81207,950072040X,8
133831,81249,1573227331,9
133833,81249,1573229326,9
133880,81263,1400031346,10
133899,81274,043935806X,9
133921,81279,1853262447,1
133964,81298,1558746161,5
133965,81298,1558747613,5
134021,81318,067172262X,4
134069,81359,059035342X,9
134096,81368,059035342X,8
134246,81481,3442415578,7
134258,81484,043935806X,10
134265,81490,044651652X,4
134329,81492,059035342X,9
134370,81492,1558745718,10
134425,81560,006102063X,7
134880,81661,1558743669,10
134945,81682,155874262X,5
135120,81848,038542471X,8
135126,81848,039915079X,7
135167,81854,044651652X,8
135204,81865,059035342X,8
135209,81865,1573229571,7
135222,81899,059035342X,8
135377,81982,3453034503,7
135407,82057,3150099420,9
135612,82337,3426600218,9
135645,82398,1556611188,8
135646,82398,1556611536,8
135686,82407,059035342X,9
135720,82414,044651652X,6
135742,82444,006019491X,9
135815,82497,044023722X,7
135859,82497,1551660598,7
136030,82653,039914563X,9
136204,82808,074347712X,8
136262,82831,059069216X,8
136264,82831,067164193X,8
136313,82841,1551668912,10
136315,82842,1573229326,8
136345,82888,044023722X,8
136389,82893,067100042X,8
136420,82901,155874262X,9
136421,82901,1558745432,9
136490,82955,1558748865,8
136588,83092,034540288X,9
136737,83157,034539657X,9
136752,83166,1558744606,7
136839,83239,1853260169,10
136960,83287,067100042X,10
137009,83306,1400031346,8
137010,83306,1551668912,8
137054,83363,014017737X,10
137174,83443,074320607X,9
137264,83573,044023722X,7
137460,83666,051513287X,4
137508,83671,034538475X,7
137672,83742,1573228583,7
138054,84111,2070516296,5
138256,84337,8817114685,10
138261,84345,3423071516,9
138276,84377,059035342X,8
138359,84479,043935806X,10
138532,84671,034530456X,9
138568,84724,067102423X,8
138676,84795,074320607X,8
138687,84801,3453136578,5
139094,85072,1558744630,10
139179,85171,3257211945,8
139245,85257,034540288X,8
139250,85268,038542471X,9
139365,85316,3453123271,6
139399,85367,043935806X,10
139401,85367,059035342X,10
139407,85367,155874262X,7
139408,85367,1558744630,9
139409,85367,1558746099,2
139411,85367,1558748040,4
139465,85426,059035342X,10
139489,85426,1558744150,9
139580,85458,1573228583,8
139666,85526,019282760X,8
139711,85526,044651652X,5
139751,85526,068484267X,8
139816,85526,1853263974,8
139899,85616,1557831793,5
140170,85757,1573229326,9
140171,85757,1573229571,6
140173,85757,1853260320,7
140226,85806,2253044911,10
140330,85950,038056176X,5
140412,85993,043935806X,10
140421,85993,059035342X,10
140428,85993,074320607X,10
140446,85993,1880418592,10
140463,86001,1558743669,7
140651,86093,059035342X,10
140673,86103,3453169247,6
140997,86202,068484267X,5
141009,86202,1400031354,7
141010,86202,1400034779,7
141204,86277,059035342X,7
141253,86368,044023722X,2
